Net_Passengers,2019 Total Housing Units,2019 Total Daytime Population,2019 Unemployment Rate,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level,2019 Median Household Income,Household Density,Daytime_Population_Density,Shape Area sqmi,2014-2018 ACS HHs: Inc Below Poverty Level,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,primary_length,secondary_length,tertiary_length,walk_length,Undeveloped_Sq_Meters,Developed_OP_Sq_Meters,Developed_LI_Sq_Meters,Developed_MI_Sq_Meters,Developed_HI_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other
-67,724,3254,6.8,1.3,137,29624,724,3254,1,137,24.55,0.002044084,0.020014971,0.00171499,0.001978362,10800,162900,785700,560700,492300,104866.0533,177130.9446,10314.66273
-7,1189,3805,9.3,1.2,325,23810,1189,3805,1,325,33.3,0.01061968,0.020014971,0.002705996,0.001978362,10800,165600,844200,554400,436500,119515.2665,159265.3585,9555.29849
-32,1219,3886,9.5,1.2,337,23714,1219,3886,1,337,33.63,0.01061968,0.020014971,0.002705996,0.001978362,10800,165600,853200,574200,412200,120892.7832,155512.5704,9926.682533
-142,1311,4136,9.9,1.2,383,22532,1311,4136,1,383,35.2,0.01061968,0,0.002705996,0.001978362,10800,155700,838800,616500,394200,119863.9271,159933.1805,9512.203964
-81,1226,3986,11.6,1.1,412,19574,1226,3986,1,412,39.81,0.01061968,0,0.001357906,0.001978362,6300,152100,812700,646200,396000,104794.9883,156994.5322,11338.85533
-79,1210,4141,13.5,1.1,426,18917,1210,4141,1,426,40.34,0.01061968,0,0.002705996,0,8100,120600,770400,658800,450000,94378.87113,185885.3669,12595.80734
-82,1230,4273,13.9,1.1,437,19080,1230,4273,1,437,40.05,0.007694603,0,0.002705996,0,8100,101700,759600,666000,469800,91843.51442,196214.4785,12016.45081
-42,1213,4678,14.8,1.1,444,18980,1213,4678,1,444,39.96,0.007694603,0,0.002705996,0,8100,89100,744300,679500,488700,90757.96528,202270.6643,12118.15719
-112,1203,4864,15.4,1.1,431,18740,1203,4864,1,431,40.21,0.010820057,0,0.002705996,0,8100,81000,775800,675000,476100,95434.57387,210590.8115,11887.39332
-36,1357,4785,15.5,1.1,485,18612,1357,4785,1,485,40.45,0.010820057,0,0.002705996,0,7200,92700,892800,639900,380700,117822.0044,217469.0159,6469.586828
-8,1512,4586,15.6,1.1,538,19779,1512,4586,1,538,39.94,0,0,0.002705996,0,1800,115200,970200,581400,337500,128606.1887,220328.636,6499.668708
0,1572,4737,15.7,1.1,565,19963,1572,4737,1,565,40.62,0,0,0.002705996,0,1800,117000,1005300,569700,323100,137710.8163,211239.2604,7190.581624
-54,1475,4120,15.6,1.1,520,20877,1475,4120,1,520,40,0.030232388,0,0.002705996,0,1800,115200,1004400,560700,324900,139155.266,213596.6919,13893.16935
-48,1265,3899,15.9,1.1,452,22525,1265,3899,1,452,40.72,0.030232388,0.007395488,0.002701325,0,1800,123300,961200,570600,361800,140662.5355,207142.2368,14140.64005
-12,1200,3786,15.7,1.1,426,24147,1200,3786,1,426,40.49,0.030232388,0.007395488,0.002701325,0,1800,134100,972000,554400,343800,143017.009,204895.5249,13593.08447
-38,1187,3846,15.5,1.2,423,25017,1187,3846,1,423,40.52,0.030232388,0.007395488,0.007535005,0,1800,136800,985500,553500,333000,145730.7714,187805.6562,13594.01212
-39,1240,3251,15.1,1.2,445,25416,1240,3251,1,445,40.68,0.030232388,0.007395488,0.007535005,0,,143100,1033200,537300,296100,154863.7079,168159.3743,11793.37812
-22,1138,2955,15.1,1.2,411,25762,1138,2955,1,411,40.85,0.030232388,0.007395488,0.007535005,0,,139500,1037700,558000,279900,151863.0955,174352.5387,10680.89207
-8,1212,3142,14.4,1.2,436,26015,1212,3142,1,436,40.6,0.030232388,0.007395488,0.007535005,0.002575426,,135000,1086300,534600,247500,159856.7552,167510.8767,11129.05333
-21,1131,3062,13.8,1.3,408,26588,1131,3062,1,408,40.92,0.030232388,0.007395488,0.007535005,0.002575426,,137700,1014300,559800,294300,147615.0339,167657.917,11129.05333
-26,1085,2981,14.2,1.3,386,26805,1085,2981,1,386,40.38,0.030232388,0.007395488,0.007535005,0,,135000,981000,579600,315900,141269.5338,167239.8919,11226.8728
-11,976,2673,15.3,1.2,351,26481,976,2673,1,351,40.77,0.030232388,0.007395488,0.007535005,0,,159300,947700,583200,322200,129026.8425,184607.6111,39187.25967
-32,986,2603,15.5,1.2,349,26593,986,2603,1,349,40.39,0.030232388,0.007395488,0.007535005,0,,184500,949500,551700,321300,126614.1496,187928.5238,8520.739534
-18,787,2150,15.8,1.2,284,27242,787,2150,1,284,41.46,0.030232388,0.007395488,0.001918637,0,19800,198000,824400,580500,385200,104238.2471,201833.3651,29706.25522
-19,738,2241,15,1.3,267,27362,738,2241,1,267,41.98,0.030232388,0.007395488,0.001918637,0,19800,150300,802800,629100,411300,95653.82732,203343.601,61757.18657
-10,699,2225,12.7,1.3,240,27803,699,2225,1,240,40.4,0.030232388,0.007395488,0.001918637,0,22500,139500,770400,662400,410400,91685.16047,216745.0526,62521.24131
-3,713,2268,12,1.4,239,27820,713,2268,1,239,39.57,0.030232388,0.007395488,0.000845632,0,30600,153000,774000,655200,402300,90985.4283,178478.159,61829.54632
-55,746,2279,10.4,1.4,235,28014,746,2279,1,235,37.66,0.030232388,0.007395488,0.000845632,0,56700,148500,780300,636300,385200,95646.90219,167917.8466,62169.60622
-9,795,2193,10.1,1.5,234,27879,795,2193,1,234,35.78,0.030232388,0,0.013384087,0,76500,187200,846900,554400,350100,101121.3456,158284.2067,61948.86632
-44,795,2223,9.1,1.6,223,28103,795,2223,1,223,34.1,0.030232388,0,7.72E-06,0,78300,192600,818100,549000,351000,99377.12833,142919.8328,76767.18412
-22,830,2225,8.3,1.6,213,28432,830,2225,1,213,32.13,0.030232388,0,7.72E-06,0,69300,191700,774900,501300,317700,95461.22962,127438.7391,76215.51686
-42,920,2462,7.7,1.6,220,29084,920,2462,1,220,30.22,0.030232388,0,7.72E-06,0,57600,202500,683100,362700,233100,91233.77352,105628.3333,44164.58551
-9,931,2508,7.6,1.6,217,29207,931,2508,1,217,29.64,0.030232388,0,7.72E-06,0,50400,194400,630000,312300,193500,87419.62565,99080.23126,44164.58551
-18,896,2171,7.8,1.6,196,29251,896,2171,1,196,28.28,0.030232388,0,7.72E-06,0,41400,181800,555300,279900,174600,80774.70904,70183.23367,15074.19494
0,837,2023,8.1,1.6,173,29731,837,2023,1,173,27.33,0.030232388,0,7.72E-06,0,18900,148500,456300,223200,154800,67326.14376,55093.30803,14523.88231
-326,837,2023,8.1,1.6,173,29731,837,2023,1,173,27.33,0.030232388,0,7.72E-06,0,18900,148500,456300,223200,154800,67326.14376,55093.30803,14523.88231
0,1324,29035,6.2,1.1,268,30822,1324,29035,1,268,29.52,0.001456443,0.001636896,0.002187013,0.001155599,37800,57600,245700,756000,909000,72852.60633,415806.2256,54502.72781
43,1324,29035,6.2,1.1,268,30822,1324,29035,1,268,29.52,0.001456443,0.001636896,0.002187013,0.001155599,36900,56700,245700,755100,914400,72852.60633,415480.9475,54502.72781
53,1414,28070,6.2,1.1,261,30994,1414,28070,1,261,29.39,0.001456443,0.001636896,0.002187013,0.001155599,67500,65700,263700,761400,856800,76809.70011,374975.0197,55027.01526
-118,1413,21576,6.2,1.1,262,30918,1413,21576,1,262,29.44,0.001456443,0.001636896,0.002187013,0.001155599,162000,91800,288900,750600,720000,77112.31578,340839.473,34290.70695
-76,1233,17889,6.3,1.1,259,30712,1233,17889,1,259,29.43,0.001456443,0.001636896,0.002187013,0.001155599,160200,97200,309600,776700,667800,67836.31159,317100.3406,24958.96226
-48,1234,15804,6.4,1.3,264,29984,1234,15804,1,264,28.82,0.001456443,0.001636896,0.002187013,0.001155599,145800,105300,351900,775800,626400,75413.21378,301598.0825,21011.04292
-282,1012,13635,6.4,1.3,199,30264,1012,13635,1,199,27.37,0.001456443,0.001636896,0.002187013,0.001155599,279000,121500,370800,745200,487800,68743.63946,305632.1951,17895.09914
0,1757,29452,6.4,0,442,25579,1757,29452,1,442,35.14,0.007374132,0.00141239,0.000639021,0.000108934,26100,74700,342000,735300,835200,53744.33077,348054.2618,74677.50723
8,1757,29452,6.4,0,442,25579,1757,29452,1,442,35.14,0.007374132,0.00141239,0.000639021,0.000108934,26100,74700,342000,735300,835200,53744.33077,348054.2618,74677.50723
5,1522,25680,6.4,0,358,24315,1522,25680,1,358,36.31,0.007374132,0.00141239,0.000639021,0.000108934,226800,104400,319500,651600,711000,49331.44569,263968.8331,73111.41184
0,1439,19042,6.6,0,362,23794,1439,19042,1,362,35.39,0.004167034,0.003388128,0.001407704,0.001013968,7200,12600,206100,574200,1214100,68187.34985,448702.2655,49976.58274
6,1439,19042,6.6,0,362,23794,1439,19042,1,362,35.39,0.004167034,0.003388128,0.001407704,0.001013968,7200,12600,206100,574200,1214100,68187.34985,448702.2655,42145.41019
0,1282,25880,5.8,1.1,231,32227,1282,25880,1,231,28.59,0.007374132,0.00141239,0.000639021,0.000108934,320400,97200,274500,657000,666900,50773.05577,274998.7214,64819.26406
0,1282,22189,5.8,1.1,231,32227,1282,22189,1,231,28.59,0.007374132,0.00141239,0.000639021,0.000108934,353700,82800,251100,654300,661500,50495.78755,240804.5863,64819.26406
0,1310,20452,5.8,1.1,234,32117,1310,20452,1,234,28.43,0.007374132,0.00141239,0.000639021,0.000108934,375300,65700,230400,664200,669600,53104.53072,248749.6774,64819.26406
0,1205,19481,5.9,1.1,204,32042,1205,19481,1,204,28.25,0.001456443,0.00141239,0.000639021,0.000108934,399600,72000,214200,649800,670500,54829.13153,257184.0301,64819.26406
0,1034,17189,5.9,1.1,200,31906,1034,17189,1,200,28.29,0.001456443,0.001636896,0.000639021,0.000108934,481500,110700,257400,599400,565200,59734.09769,249866.1718,37278.34395
0,1115,16419,6.2,1.1,208,31486,1115,16419,1,208,28.34,0.001456443,0.001636896,0.002187013,0.000108934,470700,126000,296100,650700,470700,58317.48575,245666.2652,20542.72889
10,1046,12512,6.7,1.3,213,30202,1046,12512,1,213,27.34,0.001456443,0.001636896,0.002187013,0.001155599,271800,115200,395100,753300,478800,74024.30616,306119.9459,8200.12113
1168,1234,22790,6.7,1.4,258,29727,1234,22790,1,258,28.01,0.001456443,0.001636896,0.002187013,0.000731927,240300,114300,456300,738000,464400,88160.84014,289334.9861,6584.253436
0,1195,22107,6.7,1.5,240,29220,1195,22107,1,240,27.94,0.001456443,0.001515483,0.002187013,0.011014395,175500,123300,513000,806400,398700,100055.5947,279668.4428,3921.617626
-92,1195,22107,6.7,1.5,240,29220,1195,22107,1,240,27.94,0.001456443,0.001515483,0.002187013,0.011014395,175500,123300,513000,806400,398700,100055.5947,279668.4428,3921.617626
-409,1054,21672,6.7,1.4,235,28028,1054,21672,1,235,30.52,0.001456443,0.001515483,0.002187013,0.011014395,126900,128700,549900,821700,376200,93434.37486,275559.734,5741.795173
-188,1096,21479,6.9,1.4,245,27579,1096,21479,1,245,30.55,0.001456443,0.001515483,0.002187013,0.011014395,129600,150300,581400,803700,341100,93272.40156,270152.3469,7506.675584
-57,697,21310,7.6,1.4,142,28468,697,21310,1,142,26.79,0.002460738,0.001515483,0.002187013,0.011014395,263700,166500,561600,712800,307800,77109.2903,246406.2449,19016.33891
-117,724,20986,7.8,1.4,148,28169,724,20986,1,148,26.91,0.002460738,0.001515483,0.002187013,0.011014395,224100,182700,591300,698400,310500,73518.57503,237503.0952,19811.85133
0,689,19648,8.2,1.4,150,28248,689,19648,1,150,27.27,0.002460738,0.001515483,0.002187013,0.011014395,162900,179100,585900,676800,408600,69968.74422,210010.1294,40669.14029
-272,724,20045,7.8,1.4,150,28103,724,20045,1,150,27.27,0.002460738,0.001515483,0.002187013,0.011014395,163800,177300,591300,686700,396000,72256.17391,217109.8593,38733.05598
-40,680,19794,8.6,1.4,147,28074,680,19794,1,147,27.58,0.002460738,0.001790982,0.002187013,0.004159403,46800,159300,576900,712800,516600,63943.30279,216575.5008,52002.42884
-110,651,19835,8.9,1.4,137,28165,651,19835,1,137,27.08,0.022493776,0.004362308,0.002187013,0.004159403,14400,144900,546300,722700,583200,60733.24319,223118.7249,54973.24214
0,630,19366,9,1.4,134,27134,630,19366,1,134,27.92,0.022493776,0.020014971,0.003320247,0.00241913,14400,119700,510300,729900,636300,63910.23169,224648.9567,58244.69384
0,709,3107,11.6,1.1,194,23588,709,3107,1,194,34.04,0.022493776,0.020014971,0.002845999,0.00241913,,193500,552600,690300,575100,79508.37398,144786.6677,40431.8035
0,605,2661,15.7,1,159,23453,605,2661,1,159,32.78,0.022493776,0.002056221,0.004350077,0.00241913,36900,251100,582300,597600,540000,76532.29553,113382.4611,58540.68443
0,731,2354,17,1,186,23659,731,2354,1,186,31.85,0.022493776,0.002056221,0.004350077,0.00241913,79200,294300,573300,569700,487800,77728.6921,99641.13813,64812.70891
0,658,2377,17.9,1,162,24157,658,2377,1,162,30.8,0.022493776,0.002056221,0.004350077,0.003005485,99900,306900,598500,511200,489600,84678.54506,114591.2436,52470.08779
0,916,1735,16.9,1.1,216,22298,916,1735,1,216,29.59,0.002539036,0,0.004266229,0.000104051,116100,358200,795600,434700,310500,109068.792,102790.3736,62924.04587
0,1043,1908,16.9,0,261,21686,1043,1908,1,261,30.03,0.002539036,0.027680965,0.004266229,0.000104051,88200,360000,864900,420300,272700,114349.0032,49221.70149,61459.04094
0,689,19648,8.2,1.4,150,28248,689,19648,1,150,27.27,0.002460738,0.001515483,0.002187013,0.011014395,162900,179100,585900,676800,408600,69968.74422,210010.1294,40669.14029
-3716,802,20191,8.2,1.4,176,28058,802,20191,1,176,28.3,0.022493776,0.020014971,0.002187013,0.003245181,2700,121500,528300,800100,553500,74124.47572,226683.2775,32672.12682
0,946,1800,17.4,0,245,21165,946,1800,1,245,30.51,0.002539036,0.027680965,0.004266229,0.000104051,75600,352800,871200,417600,287100,107743.2959,49004.5466,61268.7897
-7,946,1800,17.4,0,245,21165,946,1800,1,245,30.51,0.002539036,0,0.004266229,0.000104051,77400,352800,870300,422100,285300,108277.7251,49004.5466,61268.7897
0,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
12,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
0,940,1759,17,0,229,21998,940,1759,1,229,30.09,0.002539036,0,0.004266229,0.000104051,97200,367200,846900,416700,276300,113424.6892,51837.61579,61459.04094
13,919,1763,17.1,1.1,217,22069,919,1763,1,217,29.73,0.002539036,0,0.004266229,0.000104051,111600,357300,811800,431100,300600,109736.0543,88338.87523,62769.81919
0,644,2164,18.9,1,151,23354,644,2164,1,151,30.2,0.002539036,0,0.002845999,0.022455216,130500,299700,621900,432000,522000,84308.16335,133659.3748,44752.48181
0,658,2125,17.9,1,162,24157,658,2125,1,162,30.8,0.022493776,0.002056221,0.004350077,0.006086173,105300,310500,585900,512100,499500,82790.81514,115620.6879,52644.36295
0,585,2618,16.1,1,153,23478,585,2618,1,153,32.55,0.022493776,0.002056221,0.004350077,0.00241913,51300,261900,578700,594000,528300,76257.64153,111294.5815,55747.53025
0,695,3094,12.5,1.1,182,23904,695,3094,1,182,33.03,0.022493776,0.020014971,0.002845999,0.00241913,900,214200,563400,650700,579600,77328.10985,136042.4571,42214.63694
1,658,3046,12,1.1,178,23604,658,3046,1,178,33.71,0.022493776,0.020014971,0.002845999,0.00241913,1800,189900,539100,693000,583200,74934.38287,196038.0854,40697.23175
0,689,19648,8.2,1.4,150,28248,689,19648,1,150,27.27,0.002460738,0.001515483,0.002187013,0.011014395,162900,179100,585900,676800,408600,69968.74422,210010.1294,40669.14029
4676,802,20191,8.2,1.4,176,28058,802,20191,1,176,28.3,0.022493776,0.020014971,0.002187013,0.003245181,2700,121500,528300,800100,553500,74124.47572,226683.2775,32672.12682
208,689,19648,8.2,1.4,150,28248,689,19648,1,150,27.27,0.002460738,0.001515483,0.002187013,0.011014395,162900,179100,585900,676800,408600,69968.74422,210010.1294,40669.14029
434,734,19985,7.8,1.4,150,28300,734,19985,1,150,26.93,0.002460738,0.001515483,0.002187013,0.011014395,216900,180900,586800,691200,332100,72757.49253,223526.6363,19811.85133
-18,889,22296,7.3,1.4,188,28029,889,22296,1,188,28.79,0.001456443,0.001515483,0.002187013,0.011014395,155700,150300,576000,784800,339300,90480.54004,263396.008,7589.22662
0,1195,22107,6.7,1.5,240,29220,1195,22107,1,240,27.94,0.001456443,0.001515483,0.002187013,0.011014395,175500,123300,513000,806400,398700,100055.5947,279668.4428,3921.617626
-1131,1129,21651,6.8,1.4,250,27566,1129,21651,1,250,30.64,0.001456443,0.001515483,0.002187013,0.011014395,94500,138600,582300,837000,360000,95569.77099,276866.1526,5978.933002
-232,1203,22239,6.7,1.4,261,27594,1203,22239,1,261,31.11,0.003167995,0.001515483,0.002187013,0.011014395,43200,119700,566100,886500,397800,107047.8385,309776.0477,5113.965089
-62,1174,22353,6.7,1.4,258,27519,1174,22353,1,258,31.58,0.003167995,0.001515483,0.002187013,0.000514863,25200,95400,519300,859500,505800,105819.7258,326856.6628,22603.64674
-199,1174,22163,6.6,1.4,258,27519,1174,22163,1,258,31.58,0.003167995,0.001515483,0.002187013,0.000514863,25200,81900,499500,831600,572400,103928.4141,328155.0171,22772.46515
71,1186,7831,6.6,1.4,257,27467,1186,7831,1,257,31.57,0.003167995,0.001515483,0.002187013,0.000514863,25200,81000,481500,827100,594900,105498.3378,359489.0267,22677.57994
-2002,1341,9751,6.7,1.4,299,28947,1341,9751,1,299,29.99,0.001456443,0.001515483,0.002187013,0.011014395,26100,68400,426600,819900,672300,101630.6928,347631.5563,33867.92843
-371,1349,24186,6.3,1.2,326,29784,1349,24186,1,326,30.78,0.001456443,0.003388128,0.002187013,0.011014395,35100,52200,274500,789300,856800,71087.0977,403424.7552,40390.08408
2237,1407,13084,6.5,1.2,340,29747,1407,13084,1,340,30.36,0.001456443,0.001515483,0.002187013,0.000514863,30600,53100,320400,792000,819900,82059.92811,374352.925,34237.03016
-251,1222,11236,6.7,1.4,273,28281,1222,11236,1,273,31.67,0.001456443,0.001515483,0.002187013,0.000514863,25200,54900,375300,765900,784800,92732.33324,330830.2884,33961.01915
915,1461,21183,6.3,1.2,343,30074,1461,21183,1,343,29.98,0.001456443,0.001636896,0.002187013,0.011014395,31500,55800,328500,826200,770400,81863.63112,346639.3188,16739.71239
-134,1440,26943,6.3,1.1,314,30208,1440,26943,1,314,30.49,0.001456443,0.001636896,0.002187013,0.000731927,36000,59400,276300,809100,833400,66827.36004,371862.6285,35828.04703
0,1324,29035,6.2,1.1,268,30822,1324,29035,1,268,29.52,0.001456443,0.001636896,0.002187013,0.001155599,37800,57600,245700,756000,909000,72852.60633,415806.2256,54502.72781
-118,1324,29035,6.2,1.1,268,30822,1324,29035,1,268,29.52,0.001456443,0.001636896,0.002187013,0.001155599,36900,56700,245700,755100,914400,72852.60633,415480.9475,54502.72781
0,1757,29452,6.4,0,442,25579,1757,29452,1,442,35.14,0.007374132,0.00141239,0.000639021,0.000108934,26100,74700,342000,735300,835200,53744.33077,348054.2618,74677.50723
-1,1757,29452,6.4,0,442,25579,1757,29452,1,442,35.14,0.007374132,0.00141239,0.000639021,0.000108934,26100,74700,342000,735300,835200,53744.33077,348054.2618,74677.50723
0,576,614,2.6,1.7,43,42551,576,614,1,43,10.89,0,0.025167163,0.002124398,0.01405897,660600,437400,351000,41400,1800,69070.6916,9057.008052,263.9967312
98,576,614,2.6,1.7,43,42551,576,614,1,43,10.89,0,0.025167163,0.002124398,0.01405897,660600,437400,351000,41400,1800,69070.6916,9057.008052,263.9967312
186,415,2106,1.2,1.6,97,28852,415,2106,1,97,27.17,0.002026689,0.001942225,0.001514653,0.000691367,531000,605700,407700,304200,157500,39937.81433,95769.38279,5960.419939
-1,338,2158,1.3,1.5,101,22863,338,2158,1,101,33.44,0.002026689,0.001942225,0.001586014,0.000691367,316800,542700,470700,427500,255600,36228.32635,110284.2719,16297.72253
1,278,2188,1.2,1.5,102,18847,278,2188,1,102,38.93,0.002026689,0.001942225,0.001586014,0.000691367,240300,408600,472500,524700,365400,27486.1299,126490.7145,25054.06589
23,244,2185,1,1.4,103,17071,244,2185,1,103,42.56,0.002026689,0.001942225,0.001586014,0.000691367,200700,306900,462600,576000,462600,24091.26423,144506.9735,26423.97476
0,190,2045,1.3,1.4,90,15706,190,2045,1,90,45.92,0.002026689,0.001942225,0.002019029,0.000275493,206100,257400,439200,582300,519300,19868.96696,152107.208,44364.0072
-2,190,2045,1.3,1.4,90,15706,190,2045,1,90,45.92,0.002026689,0.001942225,0.002019029,0.000275493,206100,258300,439200,582300,519300,19868.96696,153011.2616,44364.0072
8,102,1325,1.2,1.4,46,15710,102,1325,1,46,46.46,0.002026689,0.001942225,0.002019029,0.000275493,223200,224100,398700,581400,579600,15175.54754,136910.9986,41813.83944
4,92,1575,1.3,1.3,43,15000,92,1575,1,43,47.25,0.002026689,0.006765434,0.002019029,0.001301253,194400,111600,390600,544500,763200,12070.31721,201029.3513,34163.32062
0,225,1570,0,0.3,111,10389,225,1570,1,111,55.22,0.004302236,0.005002595,0.002019029,0.001301253,183600,112500,446400,567000,702000,12387.88369,171117.4098,32265.15126
5,225,1516,0,0.3,111,10389,225,1516,1,111,55.22,0.004302236,0.005002595,0.002019029,0.001301253,162900,125100,507600,583200,627300,12387.88369,158776.5963,24677.85532
